asset,asset_class,bh_sharpe,bh_cagr,bh_dd,bh_calmar,n_bars,start,end,ann,adjustment,cost_bps
fut_equity/EUROSTX200-LARGE,fut_equity,1.2557481749639614,0.7075993164132176,-0.3596521165418006,1.9674548928477578,260.0,2013-03-15,2024-03-29,365,back_adjusted,4.0
fut_equity/FTSE100,fut_equity,0.6887979667502735,0.2613431808671221,-0.7456009819081747,0.350513461232684,1679.0,1984-05-25,2024-03-29,365,back_adjusted,4.0
fut_equity/HANG,fut_equity,0.8996619814587864,0.4089843027790101,-0.9583531897775023,0.4267573866728222,1172.0,1993-12-10,2024-03-29,365,back_adjusted,4.0
fut_equity/IBEX,fut_equity,0.8548379372170809,0.37346912326918236,-0.8876592843819876,0.4207347682159396,1002.0,1997-05-09,2024-03-29,365,back_adjusted,4.0
fut_equity/KOSPI,fut_equity,0.9127766707597814,0.4425832043852432,-0.4274291324829688,1.0354539986880238,260.0,2014-03-14,2024-03-29,365,back_adjusted,4.0
fut_equity/NIKKEI,fut_equity,2.129462586092158,2.4768741885974697,-0.38271572040223295,6.471838120457354,267.0,2011-06-10,2024-03-29,365,back_adjusted,4.0
fut_equity/TOPIX,fut_equity,1.3935610200445734,1.0078342887256586,-0.45572034526529187,2.2115191897762663,332.0,2010-03-12,2024-03-29,365,back_adjusted,4.0
fut_rates/BOBL,fut_rates,-0.2860536238849625,-0.028160562114273535,-0.13332961707280439,-0.21121010269531124,438.0,2008-03-07,2024-03-29,365,back_adjusted,4.0
fut_rates/BUND,fut_rates,0.5053295446312629,0.07869217100160504,-0.232201964127768,0.3388953719543262,491.0,2006-12-01,2024-03-29,365,back_adjusted,4.0
fut_rates/GILT,fut_rates,1.1617374055763345,0.41859476404813256,-0.29617644641135527,1.4133290108652063,1187.0,1993-10-22,2024-03-29,365,back_adjusted,4.0
fut_rates/JGB,fut_rates,1.7282316299311267,0.10959424901855944,-0.056362638844517726,1.9444485081844147,763.0,2001-12-07,2024-03-29,365,back_adjusted,4.0
fut_rates/OAT,fut_rates,-0.6508105982824706,-0.1329066751937409,-0.23282116969285033,-0.5708530515892443,260.0,2012-09-07,2024-03-29,365,back_adjusted,4.0
fut_rates/US10,fut_rates,1.4820880532948102,0.4469862264942491,-0.22641738159237476,1.9741692238936421,1256.0,1992-07-03,2024-03-29,365,back_adjusted,4.0
fut_rates/US20,fut_rates,0.8909697757609282,0.35761240593537247,-0.3812608103443512,0.937973157042761,1202.0,1993-06-25,2024-03-29,365,back_adjusted,4.0
fx_futures/AUD,fx_futures,0.5575750764155131,0.16432336837730963,-0.6467631265658449,0.25407040325540325,1519.0,1987-06-19,2024-03-29,365,back_adjusted,3.0
fx_futures/CAD,fx_futures,0.2077671093185587,0.021652376609293048,-0.36095877068131754,0.05998573346319779,2289.0,1972-09-15,2024-03-29,365,back_adjusted,3.0
fx_futures/CHF,fx_futures,-0.07066248955281206,-0.03485569357594428,-0.3667032615527845,-0.09505149593802299,2289.0,1972-09-15,2024-03-29,365,back_adjusted,3.0
fx_futures/CLP,fx_futures,-1.1029270154882567,-0.41428869970364324,-0.3598991195543488,-1.1511245157160799,260.0,2015-01-02,2024-03-29,365,back_adjusted,3.0
fx_futures/CNH,fx_futures,0.6351867142277609,0.07695616032704537,-0.15473447059335585,0.4973433523373543,260.0,2013-05-10,2024-03-29,365,back_adjusted,3.0
fx_futures/CZK,fx_futures,-0.40422489446832366,-0.12447946086034026,-0.3319020356877188,-0.3750488019828265,619.0,2004-09-17,2024-03-29,365,back_adjusted,3.0
fx_futures/EUR,fx_futures,-0.5805650556607519,-0.133147269806645,-0.443085837187304,-0.30049994522925855,889.0,1999-06-18,2024-03-29,365,back_adjusted,3.0
fx_futures/GBP,fx_futures,0.4283523248449111,0.09381058491247365,-0.4869473223779319,0.192650376337145,2119.0,1975-12-19,2024-03-29,365,back_adjusted,3.0
fx_futures/INR,fx_futures,0.028598474756127014,-0.006028802085770103,-0.0985100747837082,-0.06119985289836729,260.0,2015-11-13,2024-03-29,365,back_adjusted,3.0
fx_futures/JPY,fx_futures,-0.35482666351464043,-0.08503412549254925,-0.6300148961445126,-0.13497161100940724,2041.0,1977-06-17,2024-03-29,365,back_adjusted,3.0
fx_futures/NOK,fx_futures,-0.8685819174391547,-0.2513684137671211,-0.517143683690769,-0.4860707414487716,737.0,2002-06-14,2024-03-29,365,back_adjusted,3.0
fx_futures/NZD,fx_futures,-0.05003847798022007,-0.06794055336091347,-0.3471308157544192,-0.19572031717569732,698.0,2003-03-14,2024-03-29,365,back_adjusted,3.0
fx_futures/PLN,fx_futures,-0.14598713234811442,-0.07698555454074396,-0.39465538825928814,-0.19507032421451329,614.0,2004-09-10,2024-03-29,365,back_adjusted,3.0
fx_futures/SEK,fx_futures,-0.7941725629062797,-0.2040015138714471,-0.48889657971190636,-0.41726925966972345,736.0,2002-06-14,2024-03-29,365,back_adjusted,3.0
fx_futures/SGD,fx_futures,0.11656280197597463,0.006813745687902911,-0.0861793012729628,0.07906475902283279,178.0,2020-10-23,2024-03-29,365,back_adjusted,3.0
fx_futures/ZAR,fx_futures,-0.021073974037625065,-0.2745980701420662,-0.7001476814061601,-0.392200213518625,855.0,1997-06-13,2024-03-29,365,back_adjusted,3.0
index/^DJI,index,2.052531037441638,0.9258123640496714,-0.160716841812029,5.760518646405968,260.0,2009-01-02,2019-02-22,365,raw,6.0
index/^GSPC,index,1.8400831776291249,0.7699806790734153,-0.1751220508314997,4.396823103757969,260.0,2009-01-02,2019-02-22,365,raw,6.0
index/^IXIC,index,2.118249988524482,1.1889888679306184,-0.2190691206229089,5.42745990192413,260.0,2009-01-02,2019-02-22,365,raw,6.0
index/^RUT,index,1.1685069307128901,0.5145331325256441,-0.25773949964095966,1.996330144360516,260.0,2009-01-02,2019-02-22,365,raw,6.0
index_pkg/NDX,index_pkg,1.5006990607355917,0.8880633824616201,-0.5396174076584792,1.6457278246732736,643.0,1999-01-08,2019-01-04,365,raw,6.0
index_pkg/SPX,index_pkg,1.0348699641155996,0.45241465695043914,-0.5624407839930857,0.8043774026102646,643.0,1999-01-08,2019-01-04,365,raw,6.0
stock/AAPL,stock,2.3653051307806696,2.8283289732011,-0.3464073631938029,8.164748425450611,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/AXP,stock,0.8832804538759085,0.39825933225231624,-0.4372627710285057,0.9108009156955035,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/BA,stock,3.2980090673764706,5.433991818753558,-0.29424303389849665,18.46769912190374,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/CAT,stock,1.3981127212022313,1.0924216940167724,-0.42593647450052496,2.5647526319454146,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/CSCO,stock,2.7876006911787035,3.0318667079879744,-0.21402513568899434,14.165937557884142,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/CVX,stock,0.8719433423739797,0.39186325857740273,-0.4037810799562808,0.9704844482060218,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/DIS,stock,1.4581938997686594,0.8182769652257426,-0.2359933053464332,3.467373635978907,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/GE,stock,-1.1093258426770451,-0.6515961618376208,-0.7666965590299408,-0.8498749005239437,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/GS,stock,0.8129876665213613,0.3769260897612457,-0.4024431662324639,0.9365945837517868,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/HD,stock,2.9780874480089525,2.84810524710224,-0.23988907628261327,11.87259249665411,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/IBM,stock,0.05124520585440997,-0.11353946255542917,-0.34099433288045866,-0.3329658343478463,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/INTC,stock,2.2875255545471402,2.5092725123391477,-0.27879515690948964,9.000416435332047,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/JNJ,stock,2.0481328676410424,1.0856932748896797,-0.16570609091214436,6.551921350104764,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/JPM,stock,2.1673663015603686,1.8614109349287353,-0.1953377064920262,9.529194175343301,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/KO,stock,1.4077148768090826,0.5922680815296067,-0.12782939596603882,4.633269812891536,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/MCD,stock,2.8667875056307826,2.0904100456081505,-0.16344465789416615,12.789711652501575,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/MMM,stock,1.8663268690590673,1.2161779307717695,-0.27089475386882705,4.489484987814376,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/MRK,stock,1.6866465404989346,1.0284295186229415,-0.19616745993118123,5.2426101606440305,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/MSFT,stock,3.2342422154272263,4.245041395398575,-0.1800158702223373,23.58148417778683,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/NKE,stock,2.419084284250578,2.3300335341501124,-0.24427141746746847,9.538707222921081,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/PFE,stock,1.5990221842053758,0.9336985672877539,-0.18001134176129688,5.186887438047544,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/PG,stock,1.6314793664623084,0.762949550134313,-0.25070427838411113,3.043225089941929,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/UNH,stock,3.8506954900218107,5.365889408108414,-0.1529001680889341,35.09407134848507,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/VZ,stock,1.4536433798903614,0.7732543298008233,-0.187801123145327,4.11741057162077,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/WMT,stock,1.3954846603068813,0.7955939837457904,-0.35638381387515305,2.232407737867971,260.0,2009-01-02,2019-02-22,365,raw,10.0
stock/XOM,stock,0.16702287785672815,-0.036826184474571956,-0.2775449794746375,-0.13268546433187126,260.0,2009-01-02,2019-02-22,365,raw,10.0
