asset,asset_class,bh_sharpe,bh_cagr,bh_dd,bh_calmar,n_bars,start,end,ann,adjustment,cost_bps
fut_equity/TOPIX,fut_equity,0.8226066193696491,0.2791780789793531,-0.5730170606386359,0.48720727209798087,3186.0,2010-03-11,2024-03-29,365,back_adjusted,4.0
fut_rates/BOBL,fut_rates,0.5473672834732256,0.02221151565033662,-0.1425396884657799,0.15582688505502823,3740.0,2008-03-05,2024-03-28,365,back_adjusted,4.0
fut_rates/BUND,fut_rates,0.7579847168271518,0.0728741657354455,-0.24776579938728793,0.29412520176577867,3898.0,2006-12-01,2024-03-28,365,back_adjusted,4.0
fut_rates/GILT,fut_rates,0.562947242360125,0.15091811748406786,-0.6432127018673488,0.23463174319463617,7268.0,1993-10-20,2024-03-28,365,back_adjusted,4.0
fut_rates/JGB,fut_rates,0.5391182409557841,0.02164891613974858,-0.07266104708149597,0.297943905425246,5195.0,2001-12-04,2024-03-29,365,back_adjusted,4.0
fut_rates/OAT,fut_rates,0.3881719176544389,0.029509388576944216,-0.23904588660948128,0.1234465440735753,2383.0,2012-09-05,2024-03-28,365,back_adjusted,4.0
fut_rates/US10,fut_rates,0.48387641881937987,0.06113057080425265,-0.3442524010126651,0.17757485677493837,7626.0,1992-07-02,2024-03-28,365,back_adjusted,4.0
fut_rates/US20,fut_rates,0.5721221221728672,0.12371165545000036,-0.4944278506821662,0.2502117453119082,7351.0,1993-06-21,2024-03-28,365,back_adjusted,4.0
fx_futures/AUD,fx_futures,0.232688168872172,0.027300809533610585,-0.6851695806988863,0.039845332166911475,8937.0,1987-06-16,2024-03-28,365,back_adjusted,3.0
fx_futures/CAD,fx_futures,0.013475913129450255,-0.0022220576175958962,-0.3531331398448929,-0.006292407499822569,13343.0,1972-09-14,2024-03-28,365,back_adjusted,3.0
fx_futures/CHF,fx_futures,-0.00173351103953424,-0.0037959464777881577,-0.40727299100135694,-0.009320398262735547,13314.0,1972-09-14,2024-03-28,365,back_adjusted,3.0
fx_futures/CLP,fx_futures,-0.2720491486171673,-0.062011200452776624,-0.46649213026347003,-0.13293086084379027,1938.0,2014-12-31,2024-03-28,365,back_adjusted,3.0
fx_futures/CNH,fx_futures,0.07815771066023455,0.002855899435065321,-0.17831355203862495,0.016016165919047462,2427.0,2013-05-07,2024-03-29,365,back_adjusted,3.0
fx_futures/CZK,fx_futures,0.027499798037764808,-0.005505434523760182,-0.49248597296859353,-0.011178865644791208,4516.0,2004-09-13,2024-03-28,365,back_adjusted,3.0
fx_futures/EUR,fx_futures,0.0133373271023982,-0.0033803704390512413,-0.4352754769214797,-0.007766048441228941,5755.0,1999-06-15,2024-03-28,365,back_adjusted,3.0
fx_futures/GBP,fx_futures,0.17695422349575768,0.015830915958455136,-0.8044380407863552,0.019679472073424176,11925.0,1975-12-16,2024-03-28,365,back_adjusted,3.0
fx_futures/INR,fx_futures,0.061700050320637516,0.0018366654533967645,-0.14567342223049148,0.012608102598775392,1775.0,2015-11-09,2024-03-28,365,back_adjusted,3.0
fx_futures/JPY,fx_futures,-0.23726074570661326,-0.023699838465814225,-0.650332963484073,-0.03644262215903292,11410.0,1977-06-14,2024-03-28,365,back_adjusted,3.0
fx_futures/NOK,fx_futures,-0.15515327734250814,-0.03336286849242123,-0.5412901777483171,-0.06163582836696866,5180.0,2002-06-14,2024-03-28,365,back_adjusted,3.0
fx_futures/NZD,fx_futures,0.2392848456530761,0.0275391982468123,-0.41612973073726667,0.06617935757202559,4829.0,2003-03-11,2024-03-28,365,back_adjusted,3.0
fx_futures/PLN,fx_futures,0.10050805256502995,0.0013601050646145903,-0.5624420657225488,0.002418213621463951,4192.0,2004-09-08,2024-03-28,365,back_adjusted,3.0
fx_futures/SEK,fx_futures,-0.2498573421436331,-0.038873992358367075,-0.5165315888158469,-0.07525966117093832,5086.0,2002-06-14,2024-03-28,365,back_adjusted,3.0
fx_futures/SGD,fx_futures,-0.11401448620196733,-0.008826224748314964,-0.09887265134948041,-0.08926861602120219,504.0,2020-10-19,2024-03-29,365,back_adjusted,3.0
fx_futures/ZAR,fx_futures,0.37639746880349384,-0.0812611771684701,-0.9686791434249633,-0.08388864126996126,5930.0,1997-06-10,2024-03-28,365,back_adjusted,3.0
index/^DJI,index,0.9839888937424445,0.16312029551130594,-0.18771872962469147,0.8689612157371537,2152.0,2008-12-31,2019-02-22,365,raw,6.0
index/^GSPC,index,0.9655300106055065,0.1663442545190977,-0.19778210423952908,0.8410480571975422,2152.0,2008-12-31,2019-02-22,365,raw,6.0
index/^IXIC,index,1.0916720183832544,0.22242451226104942,-0.23635552443373004,0.9410590795114391,2152.0,2008-12-31,2019-02-22,365,raw,6.0
index/^RUT,index,0.756179389170452,0.15994969140448326,-0.2956234262544526,0.5410589188788084,2152.0,2008-12-31,2019-02-22,365,raw,6.0
index_pkg/NDX,index_pkg,0.29911104537260347,0.04579632383852076,-0.7368863634914763,0.06214842085220715,4630.0,1999-01-04,2018-12-31,365,raw,6.0
index_pkg/SPX,index_pkg,0.30256336724717997,0.04395825640175725,-0.5677538775030553,0.07742484577134516,4630.0,1999-01-04,2018-12-31,365,raw,6.0
stock/AAPL,stock,1.2103285219328128,0.3878025957062496,-0.40119676143814187,0.9666144719516699,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/AXP,stock,0.7839113576649225,0.1880173528012245,-0.4538264176956639,0.41429353926969714,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/BA,stock,1.3448861933721823,0.41027427177236026,-0.29547734454441404,1.3885134659137657,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/CAT,stock,0.6470637443027975,0.1689208653690967,-0.4391111866244707,0.3846881393927192,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/CSCO,stock,0.6913808997641295,0.17661417204764726,-0.4416465881731901,0.3998993239779963,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/CVX,stock,0.617222888182027,0.1331273496507916,-0.45418457100740517,0.2931128843842233,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/DIS,stock,1.0361800979568014,0.25146944445657177,-0.34195603848565365,0.7353853014855355,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/GE,stock,0.03935832667001192,-0.03152988229055931,-0.7770200784930713,-0.040577950510246,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/GS,stock,0.34076217972897677,0.059219520279442425,-0.493882457973214,0.11990610179285661,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/HD,stock,1.6263363517439329,0.42721589669786103,-0.25608622983332335,1.668250170951868,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/IBM,stock,0.35232525068363446,0.05679566535211451,-0.4030732246257746,0.14090656953174036,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/INTC,stock,0.8443135325402521,0.22515906506191533,-0.3189216269282514,0.7060012430971636,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/JNJ,stock,1.1143886704049641,0.20181257723449725,-0.18282865420284508,1.1038345062179906,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/JPM,stock,0.8009344020571484,0.21629044953142615,-0.39662644039210077,0.5453253427018221,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/KO,stock,0.8490589983674708,0.14310646624640558,-0.13849553275803883,1.0332930123921207,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/MCD,stock,1.1948427273655304,0.22950632147594657,-0.16344465789416635,1.404183681699505,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/MMM,stock,0.9392262823750948,0.20231974736176705,-0.2910400840353519,0.6951611082451165,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/MRK,stock,0.9524769816443736,0.21145062252524732,-0.21296959391696862,0.9928676607595284,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/MSFT,stock,1.1675157017989692,0.3300080678540009,-0.18227968610608394,1.8104489584316121,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/NKE,stock,1.1972457900305615,0.3540556995261245,-0.24941450618860167,1.4195473428413803,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/PFE,stock,1.1074069935229653,0.24039256207425566,-0.2146515428809453,1.1199200287490476,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/PG,stock,0.8517118044836895,0.14398977620969608,-0.2546467120684431,0.5654491866009053,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/UNH,stock,1.5482755899194462,0.45891019474854344,-0.21230942675358674,2.1615158675039408,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/VZ,stock,0.9881595188130324,0.19677698199412363,-0.20110080611542142,0.9784992203421794,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/WMT,stock,0.8039501048551077,0.15975884618798963,-0.3643515871012301,0.4384744072587306,2152.0,2008-12-31,2019-02-22,365,raw,10.0
stock/XOM,stock,0.4905578219593683,0.08806578247680795,-0.31542598263882465,0.2791963481893842,2152.0,2008-12-31,2019-02-22,365,raw,10.0
